DataType,Name,Longitude,Latitude,URL,Owner,State,Country,Notes
Ocean Buoy (NDBC),-46031,-161.683,55.5,https://www.ndbc.noaa.gov/station_page.php?station=46031,NOAA,,,
Ocean Buoy (NDBC),-46032,-165.8,54.2,https://www.ndbc.noaa.gov/station_page.php?station=46032,NOAA,,,
Ocean Buoy (NDBC),-46033,-159.8,55.783,https://www.ndbc.noaa.gov/station_page.php?station=46033,NOAA,,,
Ocean Buoy (NDBC),-46034,-163.1,55.1,https://www.ndbc.noaa.gov/station_page.php?station=46034,NOAA,,,
Ocean Buoy (NDBC),"CENTRAL BERING SEA - 310 NM North of Adak, AK (46035)",-177.703,57.016,https://www.ndbc.noaa.gov/station_page.php?station=46035,NOAA,,,
Ocean Buoy (NDBC),-46037,-133.8,48.3,https://www.ndbc.noaa.gov/station_page.php?station=46037,NOAA,,,
Ocean Buoy (NDBC),-46038,-124.4,41.9,https://www.ndbc.noaa.gov/station_page.php?station=46038,NOAA,,,
Ocean Buoy (NDBC),-46039,-123.4,48.2,https://www.ndbc.noaa.gov/station_page.php?station=46039,NOAA,,,
Ocean Buoy (NDBC),-46040,-124.3,44.8,https://www.ndbc.noaa.gov/station_page.php?station=46040,NOAA,,,
Ocean Buoy (NDBC),"CAPE ELIZABETH - 45NM NW of Aberdeen, WA (46041)",-124.739,47.352,https://www.ndbc.noaa.gov/station_page.php?station=46041,NOAA,,,
Ocean Buoy (NDBC),"MONTEREY - 27NM WNW of Monterey, CA (46042)",-122.396,36.785,https://www.ndbc.noaa.gov/station_page.php?station=46042,NOAA,,,
Ocean Buoy (NDBC),-46043,-124.2,46.9,https://www.ndbc.noaa.gov/station_page.php?station=46043,NOAA,,,
Ocean Buoy (NDBC),REDONDO BEACH (46045),-118.45,33.84,https://www.ndbc.noaa.gov/station_page.php?station=46045,NOAA,,,
Ocean Buoy (NDBC),"TANNER BANK - 121 NM West of San Diego, CA (46047)",-119.525,32.388,https://www.ndbc.noaa.gov/station_page.php?station=46047,NOAA,,,
Ocean Buoy (NDBC),-46048,-117.9,32.9,https://www.ndbc.noaa.gov/station_page.php?station=46048,NOAA,,,
Ocean Buoy (NDBC),"STONEWALL BANK - 20NM West of Newport, OR (46050)",-124.546,44.669,https://www.ndbc.noaa.gov/station_page.php?station=46050,NOAA,,,
Ocean Buoy (NDBC),Harvest Experiment Platform (46051),-120.69,34.48,https://www.ndbc.noaa.gov/station_page.php?station=46051,NOAA,,,
Ocean Buoy (NDBC),"EAST SANTA BARBARA  - 12NM Southwest of Santa Barbara, CA (46053)",-119.839,34.241,https://www.ndbc.noaa.gov/station_page.php?station=46053,NOAA,,,
Ocean Buoy (NDBC),"WEST SANTA BARBARA  38 NM West of Santa Barbara, CA (46054)",-120.468,34.274,https://www.ndbc.noaa.gov/station_page.php?station=46054,NOAA,,,
Ocean Buoy (NDBC),"WEST CALIFORNIA - 357NM West of San Francisco, CA (46059)",-129.976,38.069,https://www.ndbc.noaa.gov/station_page.php?station=46059,NOAA,,,
Ocean Buoy (NDBC),"WEST ORCA BAY - 8NM NW of Hinchinbrook Is., AK (46060)",-146.795,60.571,https://www.ndbc.noaa.gov/station_page.php?station=46060,NOAA,,,
Ocean Buoy (NDBC),"Seal Rocks - Between Montague and Hinchinbrook Islands, AK (46061)",-146.833,60.238,https://www.ndbc.noaa.gov/station_page.php?station=46061,NOAA,,,
Ocean Buoy (NDBC),"Pt. San Luis, CA - 18 NM South Southwest of Morro Bay, CA (46062)",-121.01,35.101,https://www.ndbc.noaa.gov/station_page.php?station=46062,NOAA,,,
Ocean Buoy (NDBC),"Pt.Conception, CA - 50NM West of Santa Barbara, CA (46063)",-120.699,34.273,https://www.ndbc.noaa.gov/station_page.php?station=46063,NOAA,,,
Ocean Buoy (NDBC),"SOUTH KODIAK - 310NM SSW of Kodiak, AK (46066)",-155.009,52.765,https://www.ndbc.noaa.gov/station_page.php?station=46066,NOAA,,,
Ocean Buoy (NDBC),"SOUTH SANTA ROSA - 14 NM SW of Santa Rosa Island, CA (46069)",-120.213,33.677,https://www.ndbc.noaa.gov/station_page.php?station=46069,NOAA,,,
Ocean Buoy (NDBC),"SOUTHWEST BERING SEA - 142NM NNE OF ATTU IS, AK (46070)",175.268,55.065,https://www.ndbc.noaa.gov/station_page.php?station=46070,NOAA,,,
Ocean Buoy (NDBC),"WESTERN ALEUTIANS - 14NM SOUTH OF AMCHITKA IS, AK (46071)",179.784,51.022,https://www.ndbc.noaa.gov/station_page.php?station=46071,NOAA,,,
Ocean Buoy (NDBC),CENTRAL ALEUTIANS 230 NM SW Dutch Harbor (46072),-172.114,51.666,https://www.ndbc.noaa.gov/station_page.php?station=46072,NOAA,,,
Ocean Buoy (NDBC),"SOUTHEAST BERING SEA - 205 NM WNW of Dutch Harbor, AK (46073)",-172.012,55.008,https://www.ndbc.noaa.gov/station_page.php?station=46073,NOAA,,,
Ocean Buoy (NDBC),"SHUMAGIN ISLANDS - 85NM South of Sand Point, AK (46075)",-160.794,53.969,https://www.ndbc.noaa.gov/station_page.php?station=46075,NOAA,,,
Ocean Buoy (NDBC),"CAPE CLEARE - 17 NM South of Montague Is,  AK (46076)",-150.296,59.4243,https://www.ndbc.noaa.gov/station_page.php?station=46076,NOAA,,,
Ocean Buoy (NDBC),"SHELIKOF STRAIT, AK (46077)",-154.211,57.869,https://www.ndbc.noaa.gov/station_page.php?station=46077,NOAA,,,
Ocean Buoy (NDBC),"ALBATROSS BANK - 104NM South of Kodiak Is., AK (46078)",-152.599,55.561,https://www.ndbc.noaa.gov/station_page.php?station=46078,NOAA,,,
Ocean Buoy (NDBC),Barren Island (46079),-152.23,59.05,https://www.ndbc.noaa.gov/station_page.php?station=46079,NOAA,,,
Ocean Buoy (NDBC),"PORTLOCK BANK - 76 NM ENE of Kodiak, AK (46080)",-150.133,57.916,https://www.ndbc.noaa.gov/station_page.php?station=46080,NOAA,,,
Ocean Buoy (NDBC),Western Prince William Sound (46081),-148.283,60.802,https://www.ndbc.noaa.gov/station_page.php?station=46081,NOAA,,,
Ocean Buoy (NDBC),"Cape Suckling - 35 NM SE of Kayak Is, AK (46082)",-143.353,59.67,https://www.ndbc.noaa.gov/station_page.php?station=46082,NOAA,,,
Ocean Buoy (NDBC),"FAIRWEATHER GROUND - 105 NM West  of Juneau, AK (46083)",-138.019,58.27,https://www.ndbc.noaa.gov/station_page.php?station=46083,NOAA,,,
Ocean Buoy (NDBC),"CAPE EDGECUMBE - 25NM SSW of Cape Edgecumbe, AK (46084)",-136.04,56.614,https://www.ndbc.noaa.gov/station_page.php?station=46084,NOAA,,,
Ocean Buoy (NDBC),"CENTRAL GULF OF ALASKA -  265NM West of Cape Ommaney, AK (46085)",-142.876,55.878,https://www.ndbc.noaa.gov/station_page.php?station=46085,NOAA,,,
Ocean Buoy (NDBC),"SAN CLEMENTE BASIN - 27NM SE Of San Clemente Is, CA (46086)",-118.052,32.499,https://www.ndbc.noaa.gov/station_page.php?station=46086,NOAA,,,
Ocean Buoy (NDBC),"Neah Bay - 6 NM North of Cape Flattery, WA (Traffic Separation Lighted Buoy) (46087)",-124.727,48.493,https://www.ndbc.noaa.gov/station_page.php?station=46087,NOAA,,,
Ocean Buoy (NDBC),"NEW DUNGENESS - 17 NM NE of Port Angeles, WA (46088)",-123.179,48.332,https://www.ndbc.noaa.gov/station_page.php?station=46088,NOAA,,,
Ocean Buoy (NDBC),"TILLAMOOK, OR - 85 NM WNW of Tillamook, OR (46089)",-125.793,45.936,https://www.ndbc.noaa.gov/station_page.php?station=46089,NOAA,,,
Ocean Buoy (NDBC),SOCAL WEST NOOS WX BUOY (46090),-120.718,32.876,https://www.ndbc.noaa.gov/station_page.php?station=46090,NOAA,,,
Ocean Buoy (NDBC),"South Cook Inlet - 10NM NW of East Amatuli Light, AK (46105)",-152.233,59.049,https://www.ndbc.noaa.gov/station_page.php?station=46105,NOAA,,,
Ocean Buoy (NDBC),Central Cook Inlet AK (46106),-152.09,59.76,https://www.ndbc.noaa.gov/station_page.php?station=46106,NOAA,,,
Ocean Buoy (NDBC),Montague Strait (46107),-147.992,59.925,https://www.ndbc.noaa.gov/station_page.php?station=46107,NOAA,,,
Ocean Buoy (NDBC),Bering Sea (46115),-177.75,57.069,https://www.ndbc.noaa.gov/station_page.php?station=46115,NOAA,,,
Ocean Buoy (NDBC),S.W. Bering Sea (46270),175.284,55.003,https://www.ndbc.noaa.gov/station_page.php?station=46270,NOAA,,,
Ocean Buoy (NDBC),NOOSS Optimization Buoy (46290),-120.63,32.659,https://www.ndbc.noaa.gov/station_page.php?station=46290,NOAA,,,
Ocean Buoy (NDBC),"SOUTHEAST ADAK - 377NM SE of Adak, AK (46401)",-170.79,46.638,https://www.ndbc.noaa.gov/station_page.php?station=46401,NOAA,,,
Ocean Buoy (NDBC),"South Dutch Harbor - 220 NM SSE of Dutch Harbor, AK (46402)",-162.314,51.159,https://www.ndbc.noaa.gov/station_page.php?station=46402,NOAA,,,
Ocean Buoy (NDBC),"SOUTHEAST SHUMAGIN ISLAND - 186 NM SE of Shumagin Is, AK (46403)",-156.778,52.663,https://www.ndbc.noaa.gov/station_page.php?station=46403,NOAA,,,
Ocean Buoy (NDBC),"WEST ASTORIA - 230 NM West of Astoria, OR (46404)",-128.757,45.873,https://www.ndbc.noaa.gov/station_page.php?station=46404,NOAA,,,
Ocean Buoy (NDBC),"325 NM West-Southwest of Newport, OR (46405)",-130.909,42.903,https://www.ndbc.noaa.gov/station_page.php?station=46405,NOAA,,,
Ocean Buoy (NDBC),"2,900 NM Southeast of Hawaii (46406)",-125.022,-8.491,https://www.ndbc.noaa.gov/station_page.php?station=46406,NOAA,,,
Ocean Buoy (NDBC),"NEWPORT - 210NM West of Coos Bay, OR (46407)",-128.825,42.715,https://www.ndbc.noaa.gov/station_page.php?station=46407,NOAA,,,
Ocean Buoy (NDBC),"NIKOLSKI - 212 NM South of Umnak Is, AK (46408)",-169.895,49.652,https://www.ndbc.noaa.gov/station_page.php?station=46408,NOAA,,,
Ocean Buoy (NDBC),"SOUTHEAST KODIAK - 210 NM SE of Kodiak, AK (46409)",-148.547,55.318,https://www.ndbc.noaa.gov/station_page.php?station=46409,NOAA,,,
Ocean Buoy (NDBC),"SOUTH CORDOVA 188NM SSE of Cordova, AK (46410)",-143.734,57.644,https://www.ndbc.noaa.gov/station_page.php?station=46410,NOAA,,,
Ocean Buoy (NDBC),"Mendocino - 150 NM West of  Mendocino Bay, CA (46411)",-126.82,37.7076,https://www.ndbc.noaa.gov/station_page.php?station=46411,NOAA,,,
Ocean Buoy (NDBC),"San Diego - 175 NM West of San Diego, CA (46412)",-120.582,32.4,https://www.ndbc.noaa.gov/station_page.php?station=46412,NOAA,,,
Ocean Buoy (NDBC),"SOUTH-SOUTHEAST ADAK - 243 NM SSE of Adak Island, AK (46413)",-173.897,48.045,https://www.ndbc.noaa.gov/station_page.php?station=46413,NOAA,,,
Ocean Buoy (NDBC),"SOUTHEAST CHIRIKOF - 165 NM SE of Chirikof Island, AK (46414)",-152.416,53.764,https://www.ndbc.noaa.gov/station_page.php?station=46414,NOAA,,,
Ocean Buoy (NDBC),"SOUTHWEST JUNEAU - 370 NM SW of Juneau, AK (46415)",-139.88,53.037,https://www.ndbc.noaa.gov/station_page.php?station=46415,NOAA,,,
Ocean Buoy (NDBC),"WEST VANCOUVER - 442NM West of Vancouver, BC, Canada (46416)",-134.427,49.892,https://www.ndbc.noaa.gov/station_page.php?station=46416,NOAA,,,
Ocean Buoy (NDBC),"NORTHWEST SEATTLE - 300 NM WNW of Seattle, WA (46419)",-129.614,48.816,https://www.ndbc.noaa.gov/station_page.php?station=46419,NOAA,,,
Ocean Buoy (NDBC),NOOSS Optimization Buoy (46490),-120.557,32.455,https://www.ndbc.noaa.gov/station_page.php?station=46490,NOAA,,,
Ocean Buoy (NDBC),Drifting Buoy (46551),0,0,https://www.ndbc.noaa.gov/station_page.php?station=46551,NOAA,,,
Ocean Buoy (NDBC),Drifting Buoy (46553),0,0,https://www.ndbc.noaa.gov/station_page.php?station=46553,NOAA,,,
Ocean Buoy (NDBC),Drifting Buoy (46779),0,0,https://www.ndbc.noaa.gov/station_page.php?station=46779,NOAA,,,
Ocean Buoy (NDBC),Drifting Buoy (46780),0,0,https://www.ndbc.noaa.gov/station_page.php?station=46780,NOAA,,,
Ocean Buoy (NDBC),Drifting Buoy (46781),0,0,https://www.ndbc.noaa.gov/station_page.php?station=46781,NOAA,,,
Ocean Buoy (NDBC),Drifting Buoy (46782),0,0,https://www.ndbc.noaa.gov/station_page.php?station=46782,NOAA,,,
Ocean Buoy (NDBC),Drifting Buoy (46785),0,0,https://www.ndbc.noaa.gov/station_page.php?station=46785,NOAA,,,
Ocean Buoy (NDBC),"CENTRAL BERING SEA - 310 NM North of Adak, AK (46B35)",-177.75,57.069,https://www.ndbc.noaa.gov/station_page.php?station=46B35,NOAA,,,
Ocean Buoy (NDBC),Adrift Buoy from 46404 (46D04),-128.775,45.848,https://www.ndbc.noaa.gov/station_page.php?station=46D04,NOAA,,,
Ocean Buoy (NDBC),Red Dog Mine (48011),-164.185,67.582,https://www.ndbc.noaa.gov/station_page.php?station=48011,NOAA,,,
Ocean Buoy (NDBC),NORTHERN HAWAII ONE - 245NM NE of Honolulu HI (51000),-153.792,23.528,https://www.ndbc.noaa.gov/station_page.php?station=51000,NOAA,,,
Ocean Buoy (NDBC),"NORTHWESTERN HAWAII ONE - 188 NM NW of Kauai Island, HI (51001)",-162.008,24.451,https://www.ndbc.noaa.gov/station_page.php?station=51001,NOAA,,,
Ocean Buoy (NDBC),"SOUTHWEST HAWAII - 215NM SSW of Hilo, HI (51002)",-157.746,17.042,https://www.ndbc.noaa.gov/station_page.php?station=51002,NOAA,,,
Ocean Buoy (NDBC),"WESTERN  HAWAII - 205 NM SW of Honolulu, HI (51003)",-160.639,19.196,https://www.ndbc.noaa.gov/station_page.php?station=51003,NOAA,,,
Ocean Buoy (NDBC),"SOUTHEAST HAWAII - 205 NM Southeast of Hilo, HI (51004)",-152.23,17.538,https://www.ndbc.noaa.gov/station_page.php?station=51004,NOAA,,,
Ocean Buoy (NDBC),-51005,-156.1,20.4,https://www.ndbc.noaa.gov/station_page.php?station=51005,NOAA,,,
Ocean Buoy (NDBC),Northern Molokai (51026),-156.93,21.35,https://www.ndbc.noaa.gov/station_page.php?station=51026,NOAA,,,
Ocean Buoy (NDBC),-51027,-157.1,20.4,https://www.ndbc.noaa.gov/station_page.php?station=51027,NOAA,,,
Ocean Buoy (NDBC),Christmas Island (51028),-153.913,0,https://www.ndbc.noaa.gov/station_page.php?station=51028,NOAA,,,
Ocean Buoy (NDBC),"NORTHERN HAWAII TWO - 252NM NE of Honolulu, HI (51100)",-153.9,23.558,https://www.ndbc.noaa.gov/station_page.php?station=51100,NOAA,,,
Ocean Buoy (NDBC),"NORTHWESTERN HAWAII TWO - 186 NM NW of Kauai Is., HI (51101)",-162.081,24.359,https://www.ndbc.noaa.gov/station_page.php?station=51101,NOAA,,,
Ocean Buoy (NDBC),CENTRAL SOUTH PACIFIC  - 1040NM NNE of Pitcarin Is (51406),-125.027,-8.48,https://www.ndbc.noaa.gov/station_page.php?station=51406,NOAA,,,
Ocean Buoy (NDBC),"HAWAII - 34NM West of Kailua-Kona, HI (51407)",-156.571,19.613,https://www.ndbc.noaa.gov/station_page.php?station=51407,NOAA,,,
Ocean Buoy (NDBC),"NORTHWEST APIA - 370 NM NW of Apia, Samoa (51425)",-176.258,-9.511,https://www.ndbc.noaa.gov/station_page.php?station=51425,NOAA,,,
Ocean Buoy (NDBC),SOUTHEAST TONGA - 400NM SE of Tonga (51426),-168.385,-23.11,https://www.ndbc.noaa.gov/station_page.php?station=51426,NOAA,,,
Ocean Buoy (NDBC),TAO Buoy Adrift (51542),0,0,https://www.ndbc.noaa.gov/station_page.php?station=51542,NOAA,,,
Ocean Buoy (NDBC),-52009,-144.668,13.729,https://www.ndbc.noaa.gov/station_page.php?station=52009,NOAA,,,
Ocean Buoy (NDBC),NORTHEAST SAIPAN - 610 NM ENE of Saipan (52401),155.739,19.285,https://www.ndbc.noaa.gov/station_page.php?station=52401,NOAA,,,
Ocean Buoy (NDBC),SOUTHEAST SAIPAN - 540NM ESE of Saipan (52402),153.895,11.93,https://www.ndbc.noaa.gov/station_page.php?station=52402,NOAA,,,
Ocean Buoy (NDBC),"NORTH MANUS - 345NM North of Manus Is , New Guinea (52403)",145.616,4.026,https://www.ndbc.noaa.gov/station_page.php?station=52403,NOAA,,,
Ocean Buoy (NDBC),"NORTH PHILIPPINE SEA - 750 NM NE of Manila, Philippines (52404)",132.25,20.682,https://www.ndbc.noaa.gov/station_page.php?station=52404,NOAA,,,
Ocean Buoy (NDBC),"SOUTH PHILIPPINE SEA -725 NM West of Agana, Guam (52405)",132.239,12.991,https://www.ndbc.noaa.gov/station_page.php?station=52405,NOAA,,,
Ocean Buoy (NDBC),NORTHEAST SOLOMON - 370NM NE of Guadalcanal (52406),167.019,-6.9092,https://www.ndbc.noaa.gov/station_page.php?station=52406,NOAA,,,
Ocean Buoy (NDBC),"NORTHEAST NEW ZEALAND - 640NM NE of Auckland, NZ (54401)",-173.155,-33.109,https://www.ndbc.noaa.gov/station_page.php?station=54401,NOAA,,,
Ocean Buoy (NDBC),"Ulithi Is., Caroline (91204)",139.7,9.9,https://www.ndbc.noaa.gov/station_page.php?station=91204,NOAA,,,
Ocean Buoy (NDBC),"Pagan Is.,Mariana (91222)",145.77,18.13,https://www.ndbc.noaa.gov/station_page.php?station=91222,NOAA,,,
Ocean Buoy (NDBC),"Enewetak, MarShall (91251)",162.35,11.43,https://www.ndbc.noaa.gov/station_page.php?station=91251,NOAA,,,
Ocean Buoy (NDBC),"Ulul Atoll, Caroline (91328)",149.67,8.6,https://www.ndbc.noaa.gov/station_page.php?station=91328,NOAA,,,
Ocean Buoy (NDBC),"Satawan Atoll, Caro. (91338)",153.65,5.28,https://www.ndbc.noaa.gov/station_page.php?station=91338,NOAA,,,
Ocean Buoy (NDBC),"Oroluk, Caroline (91343)",155.16,7.63,https://www.ndbc.noaa.gov/station_page.php?station=91343,NOAA,,,
Ocean Buoy (NDBC),"Pingelap, Caroline (91352)",160.7,6.21,https://www.ndbc.noaa.gov/station_page.php?station=91352,NOAA,,,
Ocean Buoy (NDBC),"Kosrae, Caroline (91355)",162.96,5.36,https://www.ndbc.noaa.gov/station_page.php?station=91355,NOAA,,,
Ocean Buoy (NDBC),"Kosrae, Caroline (91356)",162.96,5.36,https://www.ndbc.noaa.gov/station_page.php?station=91356,NOAA,,,
Ocean Buoy (NDBC),"Ujae Atoll, Marshall (91365)",165.75,8.93,https://www.ndbc.noaa.gov/station_page.php?station=91365,NOAA,,,
Ocean Buoy (NDBC),"Maloelap, Marshall (91374)",171.2,8.7,https://www.ndbc.noaa.gov/station_page.php?station=91374,NOAA,,,
Ocean Buoy (NDBC),"Mili, Marshalls Is. (91377)",172.1,6.1,https://www.ndbc.noaa.gov/station_page.php?station=91377,NOAA,,,
Ocean Buoy (NDBC),"Ngulu Atoll, Caroline (91411)",137.5,8.3,https://www.ndbc.noaa.gov/station_page.php?station=91411,NOAA,,,
Ocean Buoy (NDBC),"Ebon Atoll, Caroline (91442)",168.7,4.6,https://www.ndbc.noaa.gov/station_page.php?station=91442,NOAA,,,
Ocean Buoy (NDBC),"Alexandria Bay, NY (ABAN6)",-75.933,44.333,https://www.ndbc.noaa.gov/station_page.php?station=ABAN6,NOAA,,,
Ocean Buoy (NDBC),Alligator Reef (ALRF1),-80.6,24.9,https://www.ndbc.noaa.gov/station_page.php?station=ALRF1,NOAA,,,
Ocean Buoy (NDBC),"Ambrose Light, NY (ALSN6)",-73.8,40.45,https://www.ndbc.noaa.gov/station_page.php?station=ALSN6,NOAA,,,
Ocean Buoy (NDBC),"East Amatuli Island Light, AK (AMAA2)",-151.952,58.915,https://www.ndbc.noaa.gov/station_page.php?station=AMAA2,NOAA,,,
Ocean Buoy (NDBC),"Augustine Island, AK (AUGA2)",-153.348,59.378,https://www.ndbc.noaa.gov/station_page.php?station=AUGA2,NOAA,,,
Ocean Buoy (NDBC),"Bligh Reef Light, AK (BLIA2)",-146.884,60.839,https://www.ndbc.noaa.gov/station_page.php?station=BLIA2,NOAA,,,
Ocean Buoy (NDBC),"Southwest Pass, LA (BURL1)",-89.428,28.905,https://www.ndbc.noaa.gov/station_page.php?station=BURL1,NOAA,,,
Ocean Buoy (NDBC),Bullwinkle Block 65 (BUSL1),-90.9,27.883,https://www.ndbc.noaa.gov/station_page.php?station=BUSL1,NOAA,,,
Ocean Buoy (NDBC),"Buzzards Bay, MA (BUZM3)",-71.033,41.397,https://www.ndbc.noaa.gov/station_page.php?station=BUZM3,NOAA,,,
Ocean Buoy (NDBC),"Cape Arago, OR (CARO3)",-124.375,43.342,https://www.ndbc.noaa.gov/station_page.php?station=CARO3,NOAA,,,
Ocean Buoy (NDBC),"Cedar Key, FL (CDRF1)",-83.029,29.136,https://www.ndbc.noaa.gov/station_page.php?station=CDRF1,NOAA,,,
Ocean Buoy (NDBC),"Chesapeake Light, VA (CHLV2)",-75.713,36.905,https://www.ndbc.noaa.gov/station_page.php?station=CHLV2,NOAA,,,
Ocean Buoy (NDBC),"Cape Lookout, NC (CLKN7)",-76.525,34.622,https://www.ndbc.noaa.gov/station_page.php?station=CLKN7,NOAA,,,
Ocean Buoy (NDBC),"Cape San Blas, FL (CSBF1)",-85.357,29.672,https://www.ndbc.noaa.gov/station_page.php?station=CSBF1,NOAA,,,
Ocean Buoy (NDBC),"Dunkirk, NY (DBLN6)",-79.354,42.494,https://www.ndbc.noaa.gov/station_page.php?station=DBLN6,NOAA,,,
Ocean Buoy (NDBC),"Destruction Island, WA (DESW1)",-124.485,47.675,https://www.ndbc.noaa.gov/station_page.php?station=DESW1,NOAA,,,
Ocean Buoy (NDBC),"Devils Island, WI (DISW3)",-90.728,47.079,https://www.ndbc.noaa.gov/station_page.php?station=DISW3,NOAA,,,
Ocean Buoy (NDBC),"Dauphin Island, AL (DPIA1)",-88.075,30.25,https://www.ndbc.noaa.gov/station_page.php?station=DPIA1,NOAA,,,
Ocean Buoy (NDBC),"Drift River Terminal, AK (DRFA2)",-152.137,60.553,https://www.ndbc.noaa.gov/station_page.php?station=DRFA2,NOAA,,,
Ocean Buoy (NDBC),"Dry Tortugas, FL (DRYF1)",-82.862,24.638,https://www.ndbc.noaa.gov/station_page.php?station=DRYF1,NOAA,,,
Ocean Buoy (NDBC),"Diamond Shls Lt., NC (DSLN7)",-75.297,35.153,https://www.ndbc.noaa.gov/station_page.php?station=DSLN7,NOAA,,,
Ocean Buoy (NDBC),"Duck Pier, NC (DUCN7)",-75.745,36.184,https://www.ndbc.noaa.gov/station_page.php?station=DUCN7,NOAA,,,
Ocean Buoy (NDBC), (EB01),-73.5,36.5,https://www.ndbc.noaa.gov/station_page.php?station=EB01,NOAA,,,
Ocean Buoy (NDBC), (EB10),-88,27.5,https://www.ndbc.noaa.gov/station_page.php?station=EB10,NOAA,,,
Ocean Buoy (NDBC), (EB31),-86,27,https://www.ndbc.noaa.gov/station_page.php?station=EB31,NOAA,,,
Ocean Buoy (NDBC), (EB32),-84.3,27,https://www.ndbc.noaa.gov/station_page.php?station=EB32,NOAA,,,
Ocean Buoy (NDBC), (EB33),-141,58.5,https://www.ndbc.noaa.gov/station_page.php?station=EB33,NOAA,,,
Ocean Buoy (NDBC), (EB35),-157,55.3,https://www.ndbc.noaa.gov/station_page.php?station=EB35,NOAA,,,
Ocean Buoy (NDBC), (EB36),-84.8,26,https://www.ndbc.noaa.gov/station_page.php?station=EB36,NOAA,,,
Ocean Buoy (NDBC), (EB43),-142,59.8,https://www.ndbc.noaa.gov/station_page.php?station=EB43,NOAA,,,
Ocean Buoy (NDBC), (EB52),-74.3,38.4,https://www.ndbc.noaa.gov/station_page.php?station=EB52,NOAA,,,
Ocean Buoy (NDBC), (EB53),-88.3,28.9,https://www.ndbc.noaa.gov/station_page.php?station=EB53,NOAA,,,
Ocean Buoy (NDBC), (EB61),-84.6,26.9,https://www.ndbc.noaa.gov/station_page.php?station=EB61,NOAA,,,
Ocean Buoy (NDBC), (EB62),-85.6,29,https://www.ndbc.noaa.gov/station_page.php?station=EB62,NOAA,,,
Ocean Buoy (NDBC), (EB70),-142.3,59.5,https://www.ndbc.noaa.gov/station_page.php?station=EB70,NOAA,,,
Ocean Buoy (NDBC),BERING SEA (EB90),-130.9,47,https://www.ndbc.noaa.gov/station_page.php?station=EB90,NOAA,,,
Ocean Buoy (NDBC), (EB91),-74.3,38.4,https://www.ndbc.noaa.gov/station_page.php?station=EB91,NOAA,,,
Ocean Buoy (NDBC), (EB92),-90,28.5,https://www.ndbc.noaa.gov/station_page.php?station=EB92,NOAA,,,
Ocean Buoy (NDBC),"Faraulep, Carolines Island (FARP2)",144.583,8.583,https://www.ndbc.noaa.gov/station_page.php?station=FARP2,NOAA,,,
Ocean Buoy (NDBC),"Folly Island, SC (FBIS1)",-79.888,32.685,https://www.ndbc.noaa.gov/station_page.php?station=FBIS1,NOAA,,,
Ocean Buoy (NDBC),"Five Fingers, AK (FFIA2)",-133.63,57.272,https://www.ndbc.noaa.gov/station_page.php?station=FFIA2,NOAA,,,
Ocean Buoy (NDBC),"Flat Island Light, AK (FILA2)",-151.995,59.332,https://www.ndbc.noaa.gov/station_page.php?station=FILA2,NOAA,,,
Ocean Buoy (NDBC),"Frying Pan Shoals, NC (FPSN7)",-77.59,33.485,https://www.ndbc.noaa.gov/station_page.php?station=FPSN7,NOAA,,,
Ocean Buoy (NDBC),"Fowey Rock, FL (FWYF1)",-80.097,25.591,https://www.ndbc.noaa.gov/station_page.php?station=FWYF1,NOAA,,,
