bom_stn_num,name,lat,long,state,location_types,forecast_site_classification,basin,agency,featreal,objectid,URL
537004,Stonehenge Tm,-24.3356,143.2553,qld,rain gauge;water level gauge;model point;,information,Cooper Creek,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12525,
537005,Oondooroo Tm,-22.1769,143.1636,qld,rain gauge;water level gauge;model point;,information,Diamantina River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12526,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
537007,Bogewong Tm,-23.9283,143.5144,qld,rain gauge;water level gauge;model point;,information,Cooper Creek,Barcoo Shire Council,2024/10/10 00:00:00,12527,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
537020,Winton Jundah Rd Tm,-23.6371,142.3299,qld,rain gauge;water level gauge;,data,Diamantina River,Barcoo Shire Council,2024/10/10 00:00:00,12528,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
537040,Hamilton River Station 1 Tm,-22.7731,140.6198,qld,rain gauge;water level gauge;,data,Georgina River,Boulia Shire Council,2024/10/10 00:00:00,12530,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
537041,Hamilton River Station 2 Tm,-22.7727,140.6373,qld,rain gauge;water level gauge;,data,Georgina River,Boulia Shire Council,2024/10/10 00:00:00,12531,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
538001,Retreat Tm,-25.1856,143.2814,qld,rain gauge;water level gauge;model point;,official,Cooper Creek,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12533,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
538002,Boulia Tm,-22.9125,139.9128,qld,rain gauge;water level gauge;model point;,information,Georgina River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12534,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
538003,Diamantina Lakes Tm,-23.7125,141.0947,qld,rain gauge;water level gauge;model point;,information,Diamantina River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12535,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
538006,Windorah (Long Crossing) Tm,-25.3703,142.7258,qld,rain gauge;water level gauge;model point;,information,Cooper Creek,Barcoo Shire Council,2024/10/10 00:00:00,12537,
538007,Farrars Ck Tm,-25.1642,141.2387,qld,rain gauge;water level gauge;,data,Diamantina River,Barcoo Shire Council,2024/10/10 00:00:00,12538,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
538008,Windorah (Lignum Channel) Tm,-25.44,142.8079,qld,rain gauge;water level gauge;,data,Cooper Creek,Barcoo Shire Council,2024/10/10 00:00:00,12539,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
539016,Wura Tm,-23.7675,150.3567,qld,rain gauge;water level gauge;model point;,information,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12542,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539021,Fig Tree Tm,-25.2858,151.9889,qld,rain gauge;water level gauge;,data,Burnett River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12543,
539036,Nagoorin Tm,-24.3597,151.3114,qld,rain gauge;water level gauge;,data,Boyne River,Gladstone Area Water Board,2024/10/10 00:00:00,12547,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539037,Dykehead Tm,-25.6814,151.0075,qld,rain gauge;water level gauge;model point;,information,Burnett River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12548,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60338.html
539039,Yarrol Tm,-24.9925,151.3475,qld,rain gauge;water level gauge;model point;,information,Burnett River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12550,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60338.html
539042,Brovinia Tm,-25.9383,151.0203,qld,rain gauge;water level gauge;model point;,information,Burnett River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12553,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60338.html
539043,Woodleigh Tm,-24.8333,149.9667,qld,rain gauge;water level gauge;model point;,information,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12554,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539044,Upper Monal Tm,-24.6133,151.1139,qld,rain gauge;water level gauge;model point;,data,Burnett River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12555,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60338.html
539045,Coringa Tm,-25.3825,151.9869,qld,rain gauge;water level gauge;,data,Burnett River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12556,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60338.html
539047,Bucca Weir Hw Tm,-24.8592,152.0717,qld,rain gauge;water level gauge;,data,Kolan River,SunWater,2024/10/10 00:00:00,12558,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60338.html
539048,Springfield Tm,-24.7533,151.5872,qld,rain gauge;water level gauge;,data,Kolan River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12559,
539050,Fred Haigh Dam Hw Tm,-24.8725,151.85,qld,rain gauge;water level gauge;reservoir;,data,Kolan River,SunWater,2024/10/10 00:00:00,12561,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60338.html
539051,Wuruma Dam Hw Tm,-25.1994,150.9894,qld,rain gauge;water level gauge;reservoir;model point;,information,Burnett River,SunWater,2024/10/10 00:00:00,12562,
539052,Lands End Tm,-25.2144,151.2739,qld,rain gauge;water level gauge;model point;,information,Burnett River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12563,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60338.html
539053,Upper Dee Tm,-23.6139,150.475,qld,rain gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12564,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539054,Besch'S Hill Tm,-23.8178,150.5492,qld,rain gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12565,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539055,Reid Creek Tm,-25.2761,151.5169,qld,rain gauge;water level gauge;,data,Burnett River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12566,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60338.html
539056,Kenbula Tm,-23.66,150.37,qld,rain gauge;water level gauge;model point;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12567,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539057,Rannes Tm,-24.1,150.1167,qld,rain gauge;water level gauge;model point;,information,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12568,
539061,Gregory River(Burrum Highway Tm),-25.0881,152.2397,qld,rain gauge;water level gauge;model point;,information,Burrum River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12571,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60338.html
539062,Kingsborough Tm,-23.9667,150.3833,qld,rain gauge;water level gauge;model point;,information,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12572,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539064,Cania Dam,-24.6544,150.9833,qld,rain gauge;water level gauge;reservoir;,data,Burnett River,SunWater,2024/10/10 00:00:00,12573,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60338.html
539067,Malakoff Junction Tm,-24.3131,150.7758,qld,rain gauge;water level gauge;model point;,data,Fitzroy River (Qld),SunWater,2024/10/10 00:00:00,12576,
539068,Goovigen Tm,-24.1081,150.2869,qld,rain gauge;water level gauge;model point;,information,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12577,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539069,Cooranga (Boyne R) Tm,-25.7858,151.3328,qld,rain gauge;water level gauge;model point;,information,Burnett River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12578,
539072,Castlehope Tm,-23.985,151.0975,qld,rain gauge;water level gauge;model point;,data,Calliope River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12581,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539073,Silverleaf Weir Tw Tm,-26.1667,151.8,qld,rain gauge;water level gauge;model point;,information,Burnett River,SunWater,2024/10/10 00:00:00,12582,
539078,Stanwell Tm,-23.4836,150.3437,qld,rain gauge;water level gauge;model point;,data,Fitzroy River (Qld),Rockhampton Regional Council,2024/10/10 00:00:00,12587,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539084,Milton Tm,-24.2833,151.2833,qld,rain gauge;water level gauge;,data,Boyne River,Gladstone Area Water Board,2024/10/10 00:00:00,12592,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539085,Mimdale Tm,-24.515,151.7356,qld,rain gauge;water level gauge;,data,Baffle Creek,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12593,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539088,Dakiel Tm,-24.7453,151.2603,qld,rain gauge;water level gauge;,data,Burnett River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12595,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60338.html
539091,Gooburrum P/S Tm,-24.785,152.1892,qld,rain gauge;water level gauge;,data,Kolan River,SunWater,2024/10/10 00:00:00,12598,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60338.html
539092,Cania Dam Hw Tm,-24.65,150.9831,qld,rain gauge;water level gauge;reservoir;model point;,information,Burnett River,SunWater,2024/10/10 00:00:00,12599,
539095,Bindaree Tm,-24.3575,149.8094,qld,rain gauge;water level gauge;model point;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12601,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539099,Blue Hills Tm,-24.5328,150.9206,qld,rain gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12603,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539100,Red Hill Tm,-24.4506,150.4236,qld,rain gauge;water level gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12604,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539101,Raglan Ck Tm,-23.8208,150.8194,qld,rain gauge;water level gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12605,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539102,Dairy Ck Tm,-23.6308,150.3886,qld,rain gauge;water level gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12606,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539103,Leesons Tm,-25.155,152.3906,qld,rain gauge;water level gauge;model point;,data,Burrum River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12607,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60338.html
539104,Number 7 Dam Tm,-23.6444,150.4056,qld,rain gauge;water level gauge;reservoir;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12608,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539105,Folding Hills Tm,-24.5756,150.6242,qld,rain gauge;water level gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12609,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539106,South Kariboe Creek Tm,-24.5614,150.7469,qld,rain gauge;water level gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12610,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539107,Craiglands Tm,-24.15,150.5247,qld,rain gauge;water level gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12611,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539108,Paradise Dam Hw Tm,-25.3511,151.9194,qld,rain gauge;water level gauge;reservoir;model point;,information,Burnett River,SunWater,2024/10/10 00:00:00,12612,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60338.html
539109,Mundic Gully Tm,-23.6439,150.3736,qld,rain gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12613,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539110,Linkes Causeway Tm,-24.3769,150.5681,qld,rain gauge;water level gauge;,data,Fitzroy River (Qld),SunWater,2024/10/10 00:00:00,12614,
539111,Callide Dam Inflow Tm,-24.3253,150.6842,qld,rain gauge;water level gauge;reservoir;model point;,data,Fitzroy River (Qld),SunWater,2024/10/10 00:00:00,12615,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539112,Kroombit Dam Hw Tm,-24.4183,150.7742,qld,rain gauge;water level gauge;reservoir;model point;,data,Fitzroy River (Qld),SunWater,2024/10/10 00:00:00,12616,
539115,Wowan Cemetry Rd Tm,-23.9303,150.2108,qld,rain gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12619,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539116,Alma Ck Bore Tm,-23.9522,150.2439,qld,rain gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12620,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539117,Moore Park Tm,-24.725,152.2667,qld,rain gauge;,data,Kolan River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12621,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60338.html
539118,Rapleys Tm,-24.3769,151.8253,qld,rain gauge;water level gauge;model point;,data,Baffle Creek,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12622,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539119,Doreen Tm,-23.9756,150.3406,qld,rain gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12623,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539120,Kroombit Tops Tm,-24.3575,150.9619,qld,rain gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12624,
539121,Bania Tm,-24.94,151.5736,qld,rain gauge;,data,Kolan River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12625,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60338.html
539122,Boolaroo Tops Tm,-24.3926,151.0349,qld,rain gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12626,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539123,Mt Mongrel Alert,-24.2031,151.1797,qld,rain gauge;,data,Boyne River,Gladstone Regional Council,2024/10/10 00:00:00,12627,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539124,Miriam Vale Alert,-24.3278,151.5694,qld,rain gauge;,data,Baffle Creek,Gladstone Regional Council,2024/10/10 00:00:00,12628,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539125,Benaraby Alert,-24.0278,151.3392,qld,rain gauge;water level gauge;,information,Boyne River,Gladstone Regional Council,2024/10/10 00:00:00,12629,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539126,Essendean Bridge Alert,-24.6014,151.8453,qld,rain gauge;water level gauge;,data,Baffle Creek,Gladstone Regional Council,2024/10/10 00:00:00,12630,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539127,Gladstone Radar Alert,-23.8553,151.2628,qld,rain gauge;,data,Boyne River,Gladstone Regional Council,2024/10/10 00:00:00,12631,
539128,Mt Seaview Alert,-24.29,150.9542,qld,rain gauge;,data,Boyne River,Gladstone Regional Council,2024/10/10 00:00:00,12632,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539129,Nagoorin Alert,-24.3572,151.3117,qld,rain gauge;water level gauge;model point;,data,Boyne River,Gladstone Regional Council,2024/10/10 00:00:00,12633,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539130,Marlua Alert,-24.1933,151.1558,qld,rain gauge;water level gauge;model point;,data,Boyne River,Gladstone Regional Council,2024/10/10 00:00:00,12634,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539131,Awoonga Dam Alert,-24.07,151.3217,qld,rain gauge;water level gauge;reservoir;model point;,information,Boyne River,Gladstone Regional Council,2024/10/10 00:00:00,12635,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539132,Mimdale Alert,-24.515,151.7356,qld,rain gauge;water level gauge;model point;,information,Baffle Creek,Gladstone Regional Council,2024/10/10 00:00:00,12636,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539133,Ampthill Alert,-24.7017,151.855,qld,rain gauge;,data,Baffle Creek,Gladstone Regional Council,2024/10/10 00:00:00,12637,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539134,Boyne Island Alert,-23.9567,151.3578,qld,rain gauge;water level gauge;,information,Boyne River,Gladstone Regional Council,2024/10/10 00:00:00,12638,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539135,Hills Road Alert,-24.4764,151.8892,qld,rain gauge;water level gauge;,information,Baffle Creek,Gladstone Regional Council,2024/10/10 00:00:00,12639,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539136,Barnetts Road Alert,-24.5181,151.9617,qld,rain gauge;water level gauge;,data,Baffle Creek,Gladstone Regional Council,2024/10/10 00:00:00,12640,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539137,Westwood Range Alert,-24.3111,151.6242,qld,rain gauge;,data,Baffle Creek,Gladstone Regional Council,2024/10/10 00:00:00,12641,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539138,Cedar Vale Alert,-24.4217,151.1153,qld,rain gauge;,data,Boyne River,Gladstone Regional Council,2024/10/10 00:00:00,12642,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539139,Bulburin Alert,-24.51,151.4594,qld,rain gauge;,data,Boyne River,Gladstone Regional Council,2024/10/10 00:00:00,12643,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539140,Milton Alert,-24.2825,151.2856,qld,rain gauge;water level gauge;model point;,data,Boyne River,Gladstone Regional Council,2024/10/10 00:00:00,12644,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539141,Captain Creek Alert,-24.2906,151.7803,qld,rain gauge;,data,Baffle Creek,Gladstone Regional Council,2024/10/10 00:00:00,12645,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539142,Rapleys Alert,-24.3769,151.8253,qld,rain gauge;water level gauge;,data,Baffle Creek,Gladstone Regional Council,2024/10/10 00:00:00,12646,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
539143,Bundaberg South Alert,-24.8736,152.3636,qld,rain gauge;water level gauge;,information,Burnett River,Bundaberg Regional Council,2024/10/10 00:00:00,12647,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60338.html
539145,Mt Watalgan Alert,-24.7017,151.9625,qld,rain gauge;,data,Kolan River,Bundaberg Regional Council,2024/10/10 00:00:00,12648,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60338.html
539146,Coringa Alert,-25.3803,151.9869,qld,rain gauge;water level gauge;model point;,information,Burnett River,Bundaberg Regional Council,2024/10/10 00:00:00,12649,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60338.html
539147,Mt Rawdon Alert,-25.2356,151.7964,qld,rain gauge;water level gauge;model point;,data,Burnett River,Bundaberg Regional Council,2024/10/10 00:00:00,12650,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60338.html
