bom_stn_num,name,lat,long,state,location_types,forecast_site_classification,basin,agency,featreal,objectid,URL
540720,Whiteway Rd Alert,-27.5972,152.3456,qld,rain gauge;water level gauge;,data,Brisbane River,Lockyer Valley Regional Council,2024/10/10 00:00:00,13354,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60336.html
540721,Narda Lagoon Alert,-27.6489,152.3908,qld,rain gauge;water level gauge;,data,Brisbane River,Lockyer Valley Regional Council,2024/10/10 00:00:00,13355,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60336.html
540722,Mcgarrigal Rd Alert,-27.6969,152.3703,qld,rain gauge;water level gauge;,data,Brisbane River,Lockyer Valley Regional Council,2024/10/10 00:00:00,13356,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60336.html
540723,Mulgowie Rd Alert,-27.7142,152.3675,qld,rain gauge;water level gauge;,data,Brisbane River,Lockyer Valley Regional Council,2024/10/10 00:00:00,13357,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60336.html
540724,Warrill Creek Bore Tm,-27.9781,152.4983,qld,rain gauge;,data,Brisbane River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,13358,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60336.html
540726,Upper Quinzeh Alert,-27.8013,153.126,qld,rain gauge;water level gauge;,information,Logan-Albert Rivers,Logan City Council,2024/10/10 00:00:00,13360,
540727,South Ripley (James Ivory Br) Al,-27.6928,152.805,qld,rain gauge;water level gauge;,data,Brisbane River,Ipswich City Council,2024/10/10 00:00:00,13361,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60336.html
540728,Bellbird Park (Eugene St) Al,-27.6333,152.9059,qld,rain gauge;water level gauge;,data,Brisbane River,Ipswich City Council,2024/10/10 00:00:00,13362,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60336.html
540729,North Tamborine Alert,-27.94,153.1917,qld,rain gauge;,data,Logan-Albert Rivers,Scenic Rim Regional Council,2024/10/10 00:00:00,13363,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60335.html
540732,Reedy Creek Alert,-27.151,152.653,qld,rain gauge;,data,Brisbane River,SunWater,2024/10/10 00:00:00,13366,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60336.html
540733,Mt Stradbroke Alert,-27.52,152.585,qld,rain gauge;,data,Brisbane River,South East Queensland Water,2024/10/10 00:00:00,13367,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60336.html
540734,Diamond Valley Al,-26.7551,152.9306,qld,rain gauge;,data,Maroochy River,Sunshine Coast Regional Council,2024/10/10 00:00:00,13368,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60337.html
540735,Banksia Beach Al,-27.0331,153.1486,qld,rain gauge;,data,Maroochy River,Moreton Bay Regional Council,2024/10/10 00:00:00,13369,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60336.html
540736,Caboolture (Machinery Pde) Al,-27.073,152.947,qld,rain gauge;water level gauge;,data,Pine River,Moreton Bay Regional Council,2024/10/10 00:00:00,13370,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60336.html
540739,Samford Valley Al,-27.367,152.876,qld,rain gauge;water level gauge;,data,Pine River,Moreton Bay Regional Council,2024/10/10 00:00:00,13371,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60336.html
540748,Cedar Grove Weir Tw Tm,-27.848,152.976,qld,rain gauge;water level gauge;,data,Logan-Albert Rivers,South East Queensland Water,2024/10/10 00:00:00,13373,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60338.html
540750,Cressbrook Dam Tm,-27.2633,152.2089,qld,rain gauge;water level gauge;reservoir;,data,Brisbane River,South East Queensland Water,2024/10/10 00:00:00,13374,
540754,Kents Lagoon Tm,-27.878,152.633,qld,rain gauge;water level gauge;,data,Brisbane River,South East Queensland Water,2024/10/10 00:00:00,13376,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60336.html
540764,Koala Court Alert,-26.8004,153.0774,qld,rain gauge;water level gauge;,data,Maroochy River,Sunshine Coast Regional Council,2024/10/10 00:00:00,13378,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60337.html
540771,Burpengary Ck (Morayfield Rd) Tm,-27.1523,152.977,qld,rain gauge;water level gauge;,data,Pine River,Department of Transport and Main Roads,2024/10/10 00:00:00,13381,
540774,Kin Kin Creek (Wahpunga Lane) Alert,-26.2375,152.9075,qld,rain gauge;water level gauge;,data,Noosa River,Noosa Shire Council,2024/10/10 00:00:00,13383,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60337.html
540781,Bells Ck North Alert,-26.815,153.08,qld,rain gauge;water level gauge;,information,Maroochy River,Sunshine Coast Regional Council,2024/10/10 00:00:00,13384,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60337.html
540782,Bells Ck South Alert,-26.832,153.073,qld,rain gauge;water level gauge;,information,Maroochy River,Sunshine Coast Regional Council,2024/10/10 00:00:00,13385,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60337.html
540790,Cedar Creek (Plunkett Rd) Alert,-27.8324,153.1738,qld,rain gauge;water level gauge;,data,Logan-Albert Rivers,Logan City Council,2024/10/10 00:00:00,13388,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60335.html
540792,Walls Camp (Pacific Haven) Alert,-25.24,152.5613,qld,rain gauge;water level gauge;,data,Burrum River,Fraser Coast Regional Council,2024/10/10 00:00:00,13389,
540793,Wamuran (Eureka Ct) Tm,-27.0592,152.88,qld,rain gauge;water level gauge;,data,Pine River,Moreton Bay Regional Council,2024/10/10 00:00:00,13390,
540794,Eatons Hill Tm,-27.3486,152.9531,qld,rain gauge;water level gauge;,data,Pine River,Moreton Bay Regional Council,2024/10/10 00:00:00,13391,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60336.html
540795,Limestone Park Detention Basin Alert,-27.6211,152.7657,qld,rain gauge;water level gauge;,data,Brisbane River,Ipswich City Council,2024/10/10 00:00:00,13392,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60336.html
540796,Darlington School Alert,-28.2059,153.0408,qld,rain gauge;water level gauge;,data,Logan-Albert Rivers,Scenic Rim Regional Council,2024/10/10 00:00:00,13393,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60335.html
540797,Innisplain Alert,-28.1704,152.9029,qld,rain gauge;water level gauge;,data,Logan-Albert Rivers,Scenic Rim Regional Council,2024/10/10 00:00:00,13394,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60335.html
540807,Riverview (Conway St) Al,-27.607,152.847,qld,rain gauge;water level gauge;,data,Brisbane River,Ipswich City Council,2024/10/10 00:00:00,13398,
540808,Flinders View (Ash St) Al,-27.655,152.759,qld,rain gauge;water level gauge;,data,Brisbane River,Ipswich City Council,2024/10/10 00:00:00,13399,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60336.html
540823,Munna Creek Al,-25.6188,152.2336,qld,rain gauge;water level gauge;,data,Mary River (Qld),Fraser Coast Regional Council,2024/10/10 00:00:00,13400,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60337.html
540825,Springfield Lakes Low Level Dam (Lld) Al,-27.677,152.9131,qld,rain gauge;water level gauge;,data,Brisbane River,Brisbane City Council,2024/10/10 00:00:00,13402,
540826,Lees Crossing Al,-27.2104,152.8101,qld,rain gauge;water level gauge;,data,Pine River,South East Queensland Water,2024/10/10 00:00:00,13403,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60336.html
540827,Coles Crossing Al,-26.3679,152.7424,qld,rain gauge;water level gauge;,data,Mary River (Qld),South East Queensland Water,2024/10/10 00:00:00,13404,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60337.html
540829,Fords Road Al,-27.529,152.1928,qld,rain gauge;water level gauge;,data,Brisbane River,Lockyer Valley Regional Council,2024/10/10 00:00:00,13405,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60336.html
541031,Cooby Creek Dam Alert,-27.3825,151.9244,qld,rain gauge;,data,Condamine-Culgoa Rivers,Toowoomba Regional Council,2024/10/10 00:00:00,13409,
541033,Coolmunda Dam Hw Tm,-28.4333,151.2167,qld,rain gauge;water level gauge;reservoir;model point;,information,Border Rivers,SunWater,2024/10/10 00:00:00,13411,
541037,Leslie Dam Tw Tm,-28.2167,151.9167,qld,rain gauge;water level gauge;model point;,information,Condamine-Culgoa Rivers,SunWater,2024/10/10 00:00:00,13414,
541038,Talgai Weir Tw Tm,-28.0,151.75,qld,rain gauge;water level gauge;model point;,information,Condamine-Culgoa Rivers,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,13415,
541041,Dalby Alert,-27.1833,151.2661,qld,rain gauge;water level gauge;model point;,official,Condamine-Culgoa Rivers,Western Downs Regional Council,2024/10/10 00:00:00,13418,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60343.html
541042,Moffatt Alert,-27.0969,151.3978,qld,rain gauge;water level gauge;model point;,information,Condamine-Culgoa Rivers,Western Downs Regional Council,2024/10/10 00:00:00,13419,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60343.html
541043,Clydesdale Alert,-27.1939,151.4864,qld,rain gauge;water level gauge;model point;,information,Condamine-Culgoa Rivers,Western Downs Regional Council,2024/10/10 00:00:00,13420,
543014,Holmleigh Tm,-26.2999,147.9809,qld,rain gauge;,data,Condamine-Culgoa Rivers,Maranoa Regional Council,2024/10/10 00:00:00,13421,
541044,Cooringa Alert,-27.0908,151.5961,qld,rain gauge;,data,Condamine-Culgoa Rivers,Western Downs Regional Council,2024/10/10 00:00:00,13422,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60343.html
541045,Mt Brigalow Alert,-27.2022,151.7861,qld,rain gauge;,data,Condamine-Culgoa Rivers,Western Downs Regional Council,2024/10/10 00:00:00,13423,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60343.html
541046,Mt Mowbullan Alert,-26.8883,151.6006,qld,rain gauge;,data,Condamine-Culgoa Rivers,Bureau of Meteorology,2024/10/10 00:00:00,13424,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60343.html
541048,Victoria Hill Alert,-27.9831,151.7706,qld,rain gauge;water level gauge;model point;,information,Condamine-Culgoa Rivers,Bureau of Meteorology,2024/10/10 00:00:00,13426,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60343.html
541050,Millbrook Alert,-27.9411,151.7222,qld,rain gauge;water level gauge;model point;,information,Condamine-Culgoa Rivers,Bureau of Meteorology,2024/10/10 00:00:00,13428,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60343.html
541052,Glenlyon Dam Tw Tm,-28.9833,151.4667,qld,rain gauge;water level gauge;model point;,information,Border Rivers,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,13430,
541053,Farnbro Tm,-28.9167,151.5833,qld,rain gauge;water level gauge;model point;,information,Border Rivers,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,13431,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60342.html
541057,Mt Pechey Alert,-27.3167,152.0817,qld,rain gauge;,data,Brisbane River,South East Queensland Water,2024/10/10 00:00:00,13435,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60343.html
541058,Oakey Tm,-27.4711,151.7406,qld,rain gauge;water level gauge;model point;,data,Condamine-Culgoa Rivers,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,13436,
541061,Cherrabah Alert,-28.4389,152.0947,qld,rain gauge;,data,Condamine-Culgoa Rivers,Southern Downs Regional Council,2024/10/10 00:00:00,13437,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60343.html
541062,Mosely'S Alert,-28.1639,152.2986,qld,rain gauge;,data,Condamine-Culgoa Rivers,Southern Downs Regional Council,2024/10/10 00:00:00,13438,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60343.html
541063,Dalveen Alert,-28.5,151.9706,qld,rain gauge;,data,Condamine-Culgoa Rivers,Southern Downs Regional Council,2024/10/10 00:00:00,13439,
541064,Carrs Lookout Alert,-28.2944,152.4156,qld,rain gauge;,data,Condamine-Culgoa Rivers,Southern Downs Regional Council,2024/10/10 00:00:00,13440,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60343.html
541065,Oaky Creek Tm,-28.8067,151.1553,qld,rain gauge;water level gauge;model point;,information,Border Rivers,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,13441,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60342.html
541067,Glenarbon Weir Downstream,-28.6931,150.8906,nsw,rain gauge;water level gauge;model point;,data,Border Rivers,WaterNSW,2024/10/10 00:00:00,13443,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
541068,Mt Pechey Alert-B,-27.3167,152.0817,qld,rain gauge;,data,Brisbane River,South East Queensland Water,2024/10/10 00:00:00,13444,
541072,Oonavale Tm,-28.5139,150.0253,qld,rain gauge;water level gauge;model point;,data,Border Rivers,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,13447,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60342.html
541077,Cambooya Tm,-27.705,151.86,qld,rain gauge;,data,Condamine-Culgoa Rivers,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,13451,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60343.html
541078,Texas Bore Tm,-28.9167,151.2511,qld,rain gauge;,data,Border Rivers,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,13452,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60342.html
541079,Amiens Knob Alert,-28.6061,151.8175,qld,rain gauge;,data,Border Rivers,Southern Downs Regional Council,2024/10/10 00:00:00,13453,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60342.html
541080,Warahgai Alert,-28.2269,151.4892,qld,rain gauge;,data,Condamine-Culgoa Rivers,Southern Downs Regional Council,2024/10/10 00:00:00,13454,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60343.html
541081,Storm King Dam H/W Alert,-28.7081,151.9919,qld,rain gauge;water level gauge;reservoir;model point;,information,Border Rivers,Southern Downs Regional Council,2024/10/10 00:00:00,13455,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60342.html
541082,Mountain Station Creek Alert,-28.7178,151.9847,qld,rain gauge;water level gauge;model point;,information,Border Rivers,Southern Downs Regional Council,2024/10/10 00:00:00,13456,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60342.html
541083,Storm King Dam Inflow Alert,-28.7344,151.9897,qld,rain gauge;water level gauge;reservoir;model point;,information,Border Rivers,Southern Downs Regional Council,2024/10/10 00:00:00,13457,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60342.html
541084,Kettle Swamp Creek Al,-28.6608,151.9494,qld,rain gauge;water level gauge;model point;,information,Border Rivers,Southern Downs Regional Council,2024/10/10 00:00:00,13458,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60342.html
541085,Dalcouth  Alert,-28.6794,151.9831,qld,rain gauge;water level gauge;model point;,information,Border Rivers,Southern Downs Regional Council,2024/10/10 00:00:00,13459,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60342.html
541086,Granite Street Alert,-28.6633,151.9367,qld,rain gauge;water level gauge;model point;,information,Border Rivers,Southern Downs Regional Council,2024/10/10 00:00:00,13460,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60342.html
541087,Stanthorpe Alert,-28.6544,151.9189,qld,rain gauge;water level gauge;model point;,information,Border Rivers,Southern Downs Regional Council,2024/10/10 00:00:00,13461,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60342.html
